Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
3/7/2026,Pittsburgh,Syracuse,A,Syracuse -6.06,Pittsburgh +6.5 (-108),Pittsburgh +6,"71-69, Pittsburgh",0,8.06,8,0.5,WIN,0
3/7/2026,Wyoming,San Jose St.,A,Wyoming -6.26,San Jose St. +6.5 (-108),San Jose St. +6.5,"88-78, Wyoming",0,3.74,3.5,0,LOSS,0
3/7/2026,Central Arkansas,Florida Gulf Coast,N,Central Arkansas -5.32,Florida Gulf Coast +5.5 (-115),Florida Gulf Coast +4,"73-63, Central Arkansas",0,4.68,6,1.5,LOSS,0
3/7/2026,Indiana,Ohio St.,A,Ohio St. -2.55,Indiana +4.5 (-110),Indiana +3.5,"91-78, Ohio St.",0,10.45,9.5,1,LOSS,0
3/7/2026,Texas A&M,LSU,A,Texas A&M -1.49,LSU +3.5 (-110),LSU +2.5,"94-91, Texas A&M",0,1.51,0.5,1,WIN,0
3/7/2026,Marist,Quinnipaic,N,Quinnipiac -0.19,Marist +1.5 (-105),Marist +2,"77-75, Marist",0,2.19,4,-0.5,WIN,0
3/7/2026,Bradley,Northern Iowa,N,Northern Iowa -2.62,Bradley +5.5 (-118),Bradley +4,"73-69, Northern Iowa",1.16,1.38,0,1.5,WIN,0.983050847
3/7/2026,Furman,Samford,N,Furman -1.68,Furman +1.5 (-110),Furman +1.5,"86-81, Furman",1.16,3.32,6.5,0,WIN,1.054545455
3/7/2026,Hampton,Towson,N,Towson -5.73,Hampton +6.5 (-115),Hampton +7.5,"74-68, Towson",0,0.27,1.5,-1,WIN,0
3/7/2026,North Carolina  ,Duke,A,Duke -12.91,North Carolina +17.5 (-110),North Carolina +18.5,"76-61, Duke",0,2.09,3.5,-1,WIN,0
3/7/2026,Appalachian St.,Southern MIss,N,Appalachian St. -3.25,Southern Miss +3.5 (-105),Southern Miss +4.5,"86-73, Southern Miss",0,16.25,17.5,-1,WIN,0
3/7/2026,UT Arlington,Abilene Christian,A,Abilene Christian -1,UT Arlington +1.5 (-115),UT Arlington +1,"64-57, UT Arlington",0,8,8,0.5,WIN,0
3/7/2026,Cal St. Bakersfield,Cal Poly,A,Cal Poly -9.56,Cal Poly -9.5 (-115),Cal Poly -9,"108-76, Cal Poly",0,22.44,23,-0.5,WIN,0
3/7/2026,Austin Peay,Queens,N,Austin Peay -1.97,Austin Peay -1.5 (-105),Austin Peay -2.5,"90-83, Queens",0,8.97,9.5,1,LOSS,0
3/7/2026,Idaho St.,Northern Arizona,N,Idaho St. -4.27,Northern Arizona +4.5 (-112),Northern Arizona +4.5,"73-65, Idaho St.",0,3.73,3.5,0,LOSS,0
3/7/2026,Providence,Georgetown,A,Georgetown -1.84,Georgetown -1.5 (-105),Georgetown -1.5,"80-79, Georgetown",0,0.84,0.5,0,LOSS,0
3/7/2026,Cal St. Fullerton,"Cal St, Northridge",A,Cal St. Northridge -5.41,Cal St. Fullerton +5.5 (-108),Cal St. Fullerton +5.5,"90-77, Cal St. Fullerton",0,18.41,18.5,0,WIN,0
3/7/2026,Fresno St.,Grand Canyon,A,Grand Canyon -10.68,Fresno St. +13.5 (-112),Fresno St. +12.5,"85-60, Grand Canyon",0,14.32,12.5,1,LOSS,0
3/7/2026,UC Davis,UC Irvine,A,UC Irvine -6.34,UC Davis +9.5 (-118),UC Davis +8,"79-69, UC Irvine",1.16,3.66,2,1.5,LOSS,-1.16
3/7/2026,Nebraska Omaha,North Dakota St.,N,North Dakota St. -8.45,North Dakota St. -6.5 (-115),North Dakota St. -8,"74-50, North Dakota St.",0,15.55,16,1.5,WIN,0
3/7/2026,Auburn,Alabama,A,Alabama -6.49,Auburn +7.5 (-115),Auburn +6,"96-84, Alabama",0,5.51,6,1.5,LOSS,0
3/7/2026,Oklahoma,Texas,A,Texas -6.01,Oklahoma +7.5 (-108),Oklahoma +6.5,"88-85, Oklahoma",0,9.01,9.5,1,WIN,0
3/7/2026,Mercer,Western Carolina,N,Mercer -1.35,Western Carolina +1.5 (-102),Western Carolina +2,"77-73, Western Carolina",0,5.35,6,-0.5,WIN,0
3/7/2026,Coastal Carolina,Georgia Southern,N,Coastal Carolina -0.54,Georgia Southern +1.5 (-115),Georgia Southern +1.5,"96-72, Georgia Southern",0,24.54,25.5,0,WIN,0
3/7/2026,Cal Baptist,Southern Utah,A,Cal Baptist -6.31,Cal Baptist -5.5 (-112),Cal Baptist -6,"82-75, Cal Baptist",0,0.69,1,0.5,WIN,0
3/7/2026,Elon,William & Mary,N,William & Mary -5.43,William & Mary -4.5 (-112),William & Mary -6,"72-62, William & Mary",0,4.57,4,1.5,WIN,0
3/7/2026,Mount St. Mary's,Siena,N,Siena -4.98,Siena -3.5 (-110),Siena -2.5,"63-58, Siena",0,0.02,2.5,-1,WIN,0
3/7/2026,UCLA,USC,A,UCLA -0.91,USC +6.5 (-112),USC +5,"89-68, UCLA",0,20.09,16,1.5,LOSS,0
3/7/2026,Northwestern,Minnesota,A,Minnesota -4.96,Minnesota -3.5 (-108),Minnesota -4.5,"67-66, Minnesota",0,3.96,3.5,1,LOSS,0
3/7/2026,Utah Valley,Utah Tech,A,Utah Valley -6.56,Utah Valley -6.5 (-115),Utah Valley -9,"104-101, Utah Valley",0,3.56,6,2.5,LOSS,0
3/7/2026,UC San Diego,UC Santa Barbara,A,UC Santa Barbara -3.35,UC Santa Barbara -1.5 (-102),UC Santa Barbara -2,"64-63, UC Santa Barbara",0,2.35,1,0.5,LOSS,0
3/7/2026,Portland,San Francisco,N,San Francisco -3.83,Portland +4.5 (-110),Portland +7,"82-65, San Francisco",0,13.17,10,-2.5,LOSS,0
3/7/2026,Morehead St. ,Tennessee St.,N,Tennessee St. -4.01,Tennessee St. -3.5 (-115),Tennessee St. -5,"93-67, Tennessee St.",0,21.99,21,1.5,WIN,0
3/7/2026,Seattle,Pacific,N,Pacific -0.07,Seattle +1.5 (-110),Seattle +1,"61-58, Pacific",0,2.93,2,0.5,LOSS,0
3/7/2026,Idaho,Sacramento St.,N,Idaho -6.74,Idaho -6.5 (-115),Idaho -6.5,"73-65, Idaho  ",0,1.26,1.5,0,WIN,0
3/7/2026,Air Force,Nevada,A,Nevada -20.61,Air Force +24.5 (-105),Air Force +25,"74-59, Nevada",0,5.61,10,-0.5,WIN,0
3/7/2026,Texas Tech,BYU,A,Texas Tech -0.85,Texas Tech +1.5 (-105),Texas Tech +2.5,"82-76, BYU",0,6.85,3.5,-1,LOSS,0
3/7/2026,North Dakota  ,St. Thomas,N,St. Thomas -8.46,North Dakota +12.5 (-105),North Dakota +11.5,"67-66, North Dakota",2.32,9.46,12.5,1,WIN,2.20952381
3/7/2026,Washington,Oregon,A,Washington -1.87,Washington +1.5 (-115),Washington -1,"85-79, Oregon",0,7.87,7,2.5,LOSS,0
3/7/2026,Arizona  ,Colorado  ,A,Arizona -12.56,Colorado +14.5 (-112),Colorado +13.5,"89-79, Arizona",0,2.56,3.5,1,WIN,0
3/7/2026,Long Beach St.,Hawaii,A,Hawaii -12.17,Long Beach St. +13.5 (-108),Long Beach St. +14.5,"84-75, Long Beach St.",0,21.17,23.5,-1,WIN,0
3/8/2026,Illinois Chicago,Northern Iowa,N,Northern Iowa -0.75,Illinois Chicago +2.5 (-102),Illinois Chicago +3,"84-69, Northern Iowa",0,14.25,12,-0.5,LOSS,0
3/8/2026,High Point,Winthrop,N,High Point -5.71,Winthrop +6.5 (-110),Winthrop +7,"91-76, High Point",0,9.29,8,-0.5,LOSS,0
3/8/2026,Penn St.,Rutgers,A,Rutgers -3.08,Penn St. +5.5 (-115),Penn St. +4.5,"74-62, Rutgers",0,8.92,7.5,1,LOSS,0
3/8/2026,Campbell,UNC Wilmington,N,UNC Wilmington -2.52,Campbell +7.5 (-115),Campbell +7,"85-70, Campbell",2.4,17.52,22,0.5,WIN,2.086956522
3/8/2026,Colgate,Lehigh,A,Lehigh -0.19,Lehigh +1.5 (-108),Lehigh +2.5,"76-69, Lehigh",0,6.81,9.5,-1,WIN,0
3/8/2026,Memphis,Tulane,A,Memphis -0.13,Tulane +1.5 (-118),Tulane +2,"96-95, Memphis",0,0.87,1,-0.5,WIN,0
3/8/2026,Central Arkansas,Queens,N,Central Arkansas -2.9,Central Arkansas -2.5 (-115),Central Arkansas -2,"98-93, Queens",0,7.9,7,-0.5,LOSS,0
3/8/2026,Charlotte,South Florida,A,South Florida -14.63,Charlotte +16.5 (-115),Charlotte +17.5,"83-60, South Florida",0,8.37,5.5,-1,LOSS,0
3/8/2026,Boston University,Navy,A,Navy -8.18,Navy -7.5 (-105),Navy -6.5,"73-72, Boston University",0,9.18,7.5,-1,LOSS,0
3/8/2026,Drexel,Monmouth,N,Monmouth -1.53,Drexel +2.5 (-102),Drexel +4,"65-57, Monmouth",0,6.47,4,-1.5,LOSS,0
3/8/2026,Illinois,Maryland,A,Illinois -16.76,Illinois -15.5 (-112),Illinois -14.5,"78-72, Illinois",0,10.76,8.5,-1,LOSS,0
3/8/2026,Temple,Tulsa,A,Tulsa -11.46,Temple +11.5 (-110),Temple +11.5,"78-76, Tulsa",0,9.46,9.5,0,WIN,0
3/8/2026,East Carolina,UAB,A,UAB -11.03,UAB -10.5 (-108),UAB -10.5,"90-83, UAB",0,4.03,3.5,0,LOSS,0
3/8/2026,UTSA,Rice,A,Rice -11.96,Rice -11.5 (-115),Rice -11.5,"80-71, Rice",0,2.96,2.5,0,LOSS,0
3/8/2026,Green Bay,Northern Kentucky,N,Northern Kentucky -1.93,Green Bay +2.5 (-108),Green Bay +4,"96-76, Northern Kentucky",0,18.07,16,-1.5,LOSS,0
3/8/2026,East Tennessee St.,Western Carolina,N,East Tennessee St. -1.48,Western Carolina +3.5 (-118),Western Carolina +3,"69-67, East Tennessee St.",0,0.52,1,0.5,WIN,0
3/8/2026,Michigan St.,Michigan,A,Michigan -9.6,Michigan St. +10.5 (-115),Michigan St. +10.5,"90-80, Michigan",0,0.4,0.5,0,WIN,0
3/8/2026,Iowa,Nebraska,A,Nebraska -3.22,Iowa +7.5 (-115),Iowa +5.5,"84-75, Nebraska",2.4,5.78,3.5,2,LOSS,-2.4
3/8/2026,Charleston  ,Towson,N,Charleston -0.62,Towson +2.5 (-112),Towson +3,"81-56, Towson",0,25.62,28,-0.5,WIN,0
3/8/2026,Marist,Merrimack,N,Merrimack -1.71,Marist +3.5 (-110),Marist +3,"58-57, Merrimack",0,0.71,2,0.5,WIN,0
3/8/2026,Southern Miss,Troy,N,Troy -2.86,Southern Miss +3.5 (-110),Southern Miss +6,"78-70, Troy",0,5.14,2,-2.5,LOSS,0
3/8/2026,Houston Christian,New Orleans,N,New Orleans -5.2,New Orleans -4.5 (-115),New Orleans -4,"73-60, New Orleans",0,7.8,9,-0.5,WIN,0
3/8/2026,Furman,UNC Greensboro,N,Furman -6.15,UNC Greensboro +6.5 (-110),UNC Greensboro +6,"81-75, Furman",0,0.15,0,0.5,WIN,0
3/8/2026,Idaho St.,Portland St.,N,Portland St. -4.76,Idaho St. +6.5 (-110),Idaho St. +5.5,"85-78, Portland St.",0,2.24,1.5,1,LOSS,0
3/8/2026,Hofstra,William & Mary,N,Hofstra -2.98,William & Mary +4.5 (-110),William & Mary +2,"92-61, Hofstra",0,28.02,29,2.5,LOSS,0
3/8/2026,Georgia Southern,Marshall,N,Marshall -0.44,Georgia Southern +3.5 (-105),Georgia Southern +3,"82-78, Georgia Southern",1.2,4.44,7,0.5,WIN,1.142857143
3/8/2026,Oregon St.,San Francisco,N,San Francisco -4.46,San Francisco -3.5 (-110),San Francisco -3.5,"78-77, Oregon St.",0,5.46,4.5,0,LOSS,0
3/8/2026,Fairfield,Siena,N,Siena -2.63,Siena -2.5 (-118),Siena -1.5,"76-61, Siena",0,12.37,13.5,-1,WIN,0
3/8/2026,Nicholls St.,Northwestern St.,N,Nicholls St. -3.24,Nicholls St. -2.5 (-110),Nicholls St. -1.5,"61-47, Nicholls St.",0,10.76,12.5,-1,WIN,0
3/8/2026,North Dakota,North Dakota St.,N,North Dakota St. -9.21,North Dakota St. -8.5 (-115),North Dakota St. -11,"70-62, North Dakota St.",0,1.21,3,2.5,LOSS,0
3/8/2026,Idaho,Montana St.,N,Montana St. -0.58,Idaho +2.5 (-110),Idaho -1,"78-74, Idaho",0,4.58,3,3.5,WIN,0
3/8/2026,Pacific,Santa Clara,N,Santa Clara -9.8,Pacific +10.5 (-110),Pacific +9.5,"76-68, Santa Clara",0,1.8,1.5,1,WIN,0
3/9/2026,Alabama St.,Alcorn St.,N,Alabama St. -6.91,Alabama St. -6.5 (-110),Alabama St. -7.5,"77-65, Alcorn St.",0,18.91,19.5,1,LOSS,0
3/9/2026,Campbell,Monmouth,N,Campbell -0.99,Campbell +1.5 (-115),Campbell +1.5,"74-64, Monmouth",0,10.99,8.5,0,LOSS,0
3/9/2026,New Orleans,Texas A&M Corpus Chris,N,Texas A&M Corpus Chris -0.2,New Orleans +1.5 (-112),New Orleans +3,"74-61, Texas A&M Corpus Chris",0,12.8,10,-1.5,LOSS,0
3/9/2026,Northern Kentucky,Wright St.,N,Wright St. -1.35,Wright St. +1.5 (-110),Wright St. -1,"103-90, Wright St.",1.2,11.65,12,2.5,WIN,1.090909091
3/9/2026,East Tennessee St.,Furman,N,East Tennessee St. -0.25,Furman +1.5 (+100),Furman +1,"76-61, Furman",0,15.25,16,0.5,WIN,0
3/9/2026,Georgia Southern,Troy,N,Troy -4.05,Georgia Southern +5.5 (-105),Georgia Southern +5,"77-61, Troy",0,11.95,11,0.5,LOSS,0
3/9/2026,Montana,Northern Colorado,N,Northern Colorado -3.28,Montana +4.5 (-108),Montana +4,"95-89, Montana",0,9.28,10,0.5,WIN,0
3/9/2026,Hofstra,Towson,N,Hofstra -4.66,Hofstra -4.5 (-110),Hofstra -4,"68-65, Hofstra",0,1.66,1,-0.5,LOSS,0
3/9/2026,Nicholls St.,UT Rio Grande Valley,N,UT Rio Grande Valley -4.92,Nicholls St. +8.5 (-110),Nicholls St. +5.5,"86-68, UT Rio Grande Valley",1.2,13.08,12.5,3,LOSS,-1.2
3/9/2026,Grambling St.,Mississippi Valley St.,N,Grambling St. -13.2,Grambling St. -12.5 (-110),Grambling St. -13.5,"77-52, Grambling St.",0,11.8,11.5,1,WIN,0
3/9/2026,Gonzaga,Oregon St.,N,Gonzaga -18.41,Oregon St. +18.5 (-110),Oregon St. +20.5,"65-56, Gonzaga",0,9.41,11.5,-2,WIN,0
3/9/2026,Detroit Mercy,Robert Morris,N,Robert Morris -3.12,Detroit Mercy +5.5 (-115),Detroit Mercy +4.5,"70-64, Detroit Mercy",0,9.12,10.5,1,WIN,0
3/9/2026,Eastern Washington,Weber St.,N,Eastern Washington -1.74,Weber St. +3.5 (-115),Weber St. +3.5,"84-79, Weber St,",0,6.74,1.5,0,LOSS,0
3/9/2026,Saint Mary's,Santa Clara,N,Saint Mary's -0.21,Santa Clara +3.5 (-105),Santa Clara +4.5,"76-71, Santa Clara",1.2,5.21,9.5,-1,WIN,1.142857143
3/10/2026,Arizona St.,Baylor,N,Baylor -3.27,Arizona St. +4.5 (-115),Arizona St. +5.5,"83-79, Arizona St.",0,7.27,9.5,-1,WIN,0
3/10/2026,Pittsburgh,Stanford,N,Stanford -4.38,Pittsburgh +5.5 (-108),Pittsburgh +4.5,"64-63, Pittsburgh",0,5.38,5.5,1,WIN,0
3/10/2026,Alcorn St.,Prairie View A&M,N,Prairie View A&M -5.56,Alcorn St. +6.5 (-108),Alcorn St. +6.5,"65-56, Prairie View A&M",0,3.44,2.5,0,LOSS,0
3/10/2026,Utah,Cincinnati,N,Cincinnati -9.68,Utah +11.5 (-102),Utah +12,"73-66, Cincinnati",0,2.68,5,-0.5,WIN,0
3/10/2026,SMU,Syracuse,N,SMU -3.21,Syracuse +4.5 (-108),Syracuse +4,"86-69, SMU",0,13.79,13,0.5,LOSS,0
3/10/2026,Maryland,Oregon,N,Oregon -2.15,Maryland +4.5 (-112),Maryland +3.5,"70-60, Maryland",0,12.15,13.5,1,WIN,0
3/10/2026,UMass Lowell,UMBC,A,UMBC -9.83,UMBC -8.5 (-105),UMBC -7.5,"91-69, UMBC",0,12.17,14.5,-1,WIN,0
3/10/2026,Missouri St.,FIU,N,Missouri St. -0.2,FIU +1.5 (-110),FIU +1,"75-72, Missouri St.",0,2.8,2,0.5,LOSS,0
3/10/2026,Virginia Tech,Wake Forest,N,Virginia Tech -1.15,Wake Forest +2.5 (-110),Wake Forest +0,"95-89, Wake Forest",0,7.15,6,2.5,WIN,0
3/10/2026,Kansas St.,BYU,N,BYU -10.13,Kansas St. +10.5 (-108),Kansas St. +11.5,"105-91, BYU",0,3.87,2.5,-1,LOSS,0
3/10/2026,Detroit Mercy,Wright St.,N,Wright St. -4.8,Wright St. -4.5 (-110),Wright St. -5,"66-63, Wright St.",0,1.8,2,0.5,LOSS,0
3/10/2026,Monmouth,Hofstra,N,Hofstra -4.91,Hofstra -4.5 (-105),Hofstra -4.5,"75-69, Hofstra",0,1.09,1.5,0,WIN,0
3/10/2026,Stephen F. Austin,Texas A&M Corpus Chris,N,Stephen F. Austin -7.88,Stephen F. Austin -7.5 (-105),Stephen F. Austin -6,"60-58, Stephen F. Austin",0,5.88,4,-1.5,LOSS,0
3/10/2026,Mercyhurst,LIU,A,LIU -2,Mercyhurst +5.5 (-110),Mercyhurst +5,"79-70, LIU",1.2,7,4,0.5,LOSS,-1.2
3/10/2026,NJIT,Vermont,A,Vermont -9.05,NJIT +12.5 (-112),NJIT +10.5,"63-54, Vermont",1.2,0.05,1.5,2,WIN,1.071428571
3/10/2026,Northwestern,Penn St.,N,Northwestern -4.73,Penn St. +6.5 (-115),Penn St. +5,"76-66, Northwestern",0,5.27,5,1.5,LOSS,0
3/10/2026,Grambling St.,Jackson St.,N,Grambling St. -5.65,Jackson St. +7.5 (-108),Jackson St. +7.5,"68-65, Jackson St.",0,8.65,10.5,0,WIN,0
3/10/2026,Gonzaga,Santa Clara,N,Gonzaga -3.55,Santa Clara +7.5 (-108),Santa Clara +8.5,"79-68, Gonzaga",1.2,7.45,2.5,-1,LOSS,-1.2
3/10/2026,Montana,Portland St.,N,Portland St. -2.32,Montana +2.5 (-108),Montana +3,"75-72, Montana",0,5.32,6,-0.5,WIN,0
3/10/2026,Jacksonville St.,New Mexico St.,N,New Mexico St. -0.45,Jacksonville St. +1.5 (-115),Jacksonville St. +1,"68-63, New Mexico St.",0,4.55,4,0.5,LOSS,0
3/10/2026,Merrimack,Siena,N,Merrimack -0.25,Siena +3.5 (-108),Siena +1.5,"64-54, Siena",0,10.25,11.5,2,WIN,0
3/10/2026,Colorado,Oklahoma St.,N,Colorado -0.86,Oklahoma St. +1.5 (-110),Oklahoma St. +1.5,"92-83, Oklahoma St.",0,9.86,10.5,0,WIN,0
3/10/2026,McNeese St.,UT Rio Grande Valley,N,McNeese St. -6.13,UT Rio Grande Valley +7.5 (-102),UT Rio Grande Valley +8,"84-80, McNeese St.",0,2.13,4,-0.5,WIN,0
3/10/2026,Eastern Washington,Idaho,N,Idaho -2.25,Idaho -1.5 (-110),Idaho -2,"81-68, Idaho",0,10.75,11,0.5,WIN,0
3/11/2026,La Salle,St. Bonaventure,N,St. Bonaventure -1.03,La Salle +5.5 (-105),La Salle +7,"99-80, St. Bonaventure",0,17.97,12,-1.5,LOSS,0
3/11/2026,N.C. State,Pittsburgh,N,N.C. State -6.39,Pittsburgh +8.5 (-110),Pittsburgh +8.5,"98-88, N.C. State",0,3.61,1.5,0,LOSS,0
3/11/2026,Iowa,Maryland,N,Iowa -10.18,Maryland +11.5 (-108),Maryland +11.5,"75-64, Iowa",0,0.82,0.5,0,WIN,0
3/11/2026,Arizona St.,Iowa St.,N,Iowa St. -9.53,Arizona St. +11.5 (-118),Arizona St. +13.5,"91-42, Iowa St.",0,39.47,35.5,-2,LOSS,0
3/11/2026,Kentucky,LSU,N,Kentucky -4.58,LSU +7.5 (-110),LSU +8.5,"87-82, Kentucky",0,0.42,3.5,-1,WIN,0
3/11/2026,Bethune Cookman,Prairie View A&M,N,Bethune Cookman -4.39,Prairie View A&M +5.5 (-110),Prairie View A&M +5.5,"71-67, Prairie View A&M",0,8.39,9.5,0,WIN,0
3/11/2026,Loyola Chicago,Richmond,N,Richmond -3.89,Loyola Chicago +5.5 (-115),Loyola Chicago +4.5,"75-67, Loyola Chicago",0,11.89,12.5,1,WIN,0
3/11/2026,Louisville,SMU,N,Louisville -7.2,Louisville -6.5 (-110),Louisville -6.5,"62-58, Louisville",0,3.2,2.5,0,LOSS,0
3/11/2026,USC,Washington,N,Washington -2.95,USC +5.5 (-110),USC +3.5,"83-79, Washington",0,1.05,0.5,2,WIN,0
3/11/2026,Cincinnati,UCF,N,Cincinnati -3.47,Cincinnati -2.5 (-115),Cincinnati -3,"66-65, UCF",0,4.47,4,0.5,LOSS,0
3/11/2026,UNLV,Wyoming,N,Wyoming -1.8,Wyoming +3.5 (-108),Wyoming +3,"73-70, UNLV",2.4,4.8,0,0.5,WIN,2.222222222
3/11/2026,Auburn,Mississippi St.,N,Auburn -8.31,Auburn -7.5 (-112),Auburn -8,"79-61, Auburn",0,9.69,10,0.5,WIN,0
3/11/2026,Butler,Providence,N,Butler -0.52,Butler +1.5 (-118),Butler +1.5,"91-81, Providence",0,10.52,8.5,0,LOSS,0
3/11/2026,McNeese St.,Stephen F. Austin,N,McNeese St. -1.05,Stephen F. Austin +1.5 (-110),Stephen F. Austin +3.5,"76-59, McNeese St.",0,15.95,13.5,-2,LOSS,0
3/11/2026,Air Force,Nevada,N,Nevada -17.59,Air Force +20.5 (-110),Air Force +19.5,"80-45, Nevada",0,17.41,15.5,1,LOSS,0
3/11/2026,Delaware St.,Morgan St.,N,Morgan St. -1.84,Delaware St. +2.5 (-112),Delaware St. +3,"75-70, Delaware St.",0,6.84,8,-0.5,WIN,0
3/11/2026,Marquette,Xavier,N,Marquette -2.29,Xavier +4.5 (-110),Xavier +4,"89-87, Xavier",0,4.29,6,0.5,WIN,0
3/11/2026,Indiana,Northwestern  ,N,Indiana -5.9,Indiana -4.5 (-110),Indiana -6.5,"74-61, Northwestern",0,18.9,19.5,2,LOSS,0
3/11/2026,Liberty,Missouri St.,N,Liberty -3.55,Missouri St. +5.5 (-112),Missouri St. +5,"77-69, Missouri St.",0,11.55,13,0.5,WIN,0
3/11/2026,California,Florida St.,N,Florida St. -3.83,California +4.5 (-115),California +2.5,"95-89, Florida St.",0,2.17,3.5,2,LOSS,0
3/11/2026,BYU,West Virginia,N,BYU -4.2,West Virginia +4.5 (-110),West Virginia +3.5,"68-48, BYU",0,15.8,16.5,1,LOSS,0
3/11/2026,Mississippi,Texas,N,Texas -7.63,Texas -6.5 (-108),Texas -5.5,"76-66, Mississippi",0,17.63,15.5,-1,LOSS,0
3/11/2026,Memphis,Tulane,N,Memphis -3.05,Tulane +3.5 (-110),Tulane +4.5,"81-69, Tulane",0,15.05,16.5,-1,WIN,0
3/11/2026,Boston University,Lehigh,A,Boston University -0.11,Lehigh +1.5 (-108),Lehigh +2.5,"74-60, Lehigh",0,14.11,16.5,-1,WIN,0
3/11/2026,Abilene Christian,Tarleton St.,N,Abilene Christian -0.39,Abilene Christian +1.5 (-102),Abilene Christian +0,"84-78, Abilene Christian",0,5.61,6,1.5,WIN,0
3/11/2026,Florida A&M,Jackson St.,N,Florida A&M -5.49,Florida A&M -4.5 (-102),Florida A&M -6.5,"70-60, Florida A&M",0,4.51,3.5,2,WIN,0
3/11/2026,DePaul,Georgetown,N,Georgetown -0.97,Georgetown +1.5 (-112),Georgetown -1,"63-56, Georgetown",0,6.03,6,2.5,WIN,0
3/11/2026,Florida Atlantic,Temple,N,Florida Atlantic -1.95,Florida Atlantic -1.5 (-112),Florida Atlantic +1,"63-59, Florida Atlantic",0,2.05,5,-2.5,WIN,0
3/11/2026,Colorado St.,Fresno St.,N,Colorado St. -4.07,Fresno St. +7.5 (-118),Fresno St. +7,"67-63, Colorado St.",0,0.07,3,0.5,WIN,0
3/11/2026,Minnesota,Rutgers,N,Minnesota -6.24,Minnesota -5.5 (-105),Minnesota -6,"72-67, Rutgers",0,11.24,11,0.5,LOSS,0
3/11/2026,Cal Poly,UC San Diego,N,UC San Diego -4.93,Cal Poly +5.5 (-110),Cal Poly +4.5,"72-69, UC San Diego",0,1.93,1.5,1,WIN,0
3/11/2026,New Mexico St.,Sam Houston St.,N,Sam Houston St. -4.23,New Mexico St. +4.5 (-110),New Mexico St. +4.5,"69-61, Sam Houston St.",0,3.77,3.5,0,LOSS,0
3/11/2026,Oklahoma St.,TCU,N,TCU -4.02,Oklahoma St. +4.5 (-110),Oklahoma St. +7.5,"95-88, TCU",0,2.98,0.5,-3,LOSS,0
3/11/2026,Clemson,Wake Forest,N,Clemson -4.89,Clemson -4.5 (-110),Clemson -5.5,"71-62, Clemson",0,4.11,3.5,1,WIN,0
3/11/2026,Oklahoma,South Carolina,N,Oklahoma -6.25,South Carolina +7.5 (-108),South Carolina +7.5,"86-74, Oklahoma",0,5.75,4.5,0,LOSS,0
3/11/2026,UC Davis,UC Santa Barbara,N,UC Santa Barbara -2.16,UC Davis +5.5 (-118),UC Davis +4.5,"79-73, UC Davis",1.2,8.16,10.5,1,WIN,1.016949153
3/11/2026,Boise St.,San Jose St.,N,Boise St. -14.72,San Jose St. +15.5 (-110),San Jose St. +14.5,"84-74, San Jose St.",0,24.72,24.5,1,WIN,0
3/11/2026,Idaho,Montana  ,N,Idaho -3.99,Idaho -1.5 (-110),Idaho -3.5,"77-66, Idaho",0,7.01,7.5,2,WIN,0
3/12/2026,Massachusetts,Miami OH,N,Miami OH -7.45,Massachusetts +7.5 (-110),Massachusetts +6.5,"87-83, Massachusetts",0,11.45,10.5,1,WIN,0
3/12/2026,Fordham,George Washington,N,George Washington -5.56,George Washington -5.5 (-112),George Washington -7,"66-62, George Washington",0,1.56,3,1.5,LOSS,0
3/12/2026,Iowa,Ohio St.,N,Iowa -0.85,Iowa +1.5 (-115),Iowa -1.5,"72-69, Ohio St.",0,3.85,4.5,3,LOSS,0
3/12/2026,N.C. State,Virginia,N,Virginia -4.98,N.C. State +5.5 (-115),N.C. State +6.5,"81-74, Virginia",0,2.02,0.5,-1,LOSS,0
3/12/2026,Providence,St. John's,N,St. John's -8.34,Providence +10.5 (-102),Providence +12,"85-72, St. John's",0,4.66,1,-1.5,LOSS,0
3/12/2026,Iowa St.,Texas Tech,N,Iowa St. -2.68,Texas Tech +5.5 (-105),Texas Tech +6.5,"75-53, Iowa St.",0,19.32,15.5,-1,LOSS,0
3/12/2026,Kentucky,Missouri  ,N,Kentucky -0.98,Missouri +3.5 (-118),Missouri +3,"78-72, Kentucky",1.22,5.02,3,0.5,LOSS,-1.22
3/12/2026,Bowling Green,Toledo,N,Toledo -0.34,Bowling Green +1.5 (-110),Bowling Green +3,"77-76, Toledo",0,0.66,2,-1.5,WIN,0
3/12/2026,George Mason,St. Bonaventure,N,George Mason -3.44,St. Bonaventure +3.5 (-110),St. Bonaventure +2.5,"63-57, St. Bonaventure",0,9.44,8.5,1,WIN,0
3/12/2026,Alabama A&M,Texas Southern,N,Alabama A&M -1.57,Alabama A&M -1.5 (-110),Alabama A&M -1,"85-74, Alabama A&M",0,9.43,10,-0.5,WIN,0
3/12/2026,Louisville,Miami FL,N,Louisville -3.58,Louisville -1.5 (-115),Louisville -1.5,"78-73, Miami FL",0,8.58,6.5,0,LOSS,0
3/12/2026,Washington,Wisconsin,N,Wisconsin -6,Washington +7.5 (-115),Washington +6.5,"85-82, Wisconsin",0,3,3.5,1,WIN,0
