Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
3/4/2026,St. Bonaventure,George Washington,A,George Washington -11.35,George Washington -9.5 (-115),George Washington -7.5,"91-82, George Washington",0,2.35,1.5,-2,LOSS,0
3/4/2026,Youngstown St.,Robert Morris,A,Robert Morris -3.44,Youngstown St. +4.5 (-108),Youngstown St. +3.5,"68-53, Robert Morris",0,11.56,11.5,1,LOSS,0
3/4/2026,Milwaukee,Detroit Mercy,A,Detroit Mercy -4.01,Detroit Mercy -1.5 (-118),Detroit Mercy -1.5,"84-63, Detroit Mercy",1.12,16.99,19.5,0,WIN,0.949152542
3/4/2026,Wagner,Central Connecticut,A,Central Connecticut -0.57,Wagner +5.5 (-108),Wagner +3,"70-60, Wagner",2.24,10.57,13,2.5,WIN,2.074074074
3/4/2026,Cleveland St.,Wright St.,A,Wright St. -14.8,Cleveland St. +15.5 (-118),Cleveland St. +14.5,"90-61, Wright St.",0,14.2,14.5,1,LOSS,0
3/4/2026,Eastern Illinois,SIU Edwardsville,N,SIU Edwardsville -6.13,SIU Edwardsville -4.5 (-115),SIU Edwardsville -4,"77-71, Eastern Illinois",0,12.13,10,-0.5,LOSS,0
3/4/2026,Stonehill,Le Moyne,A,Le Moyne -3.2,Stonehill +6.5 (-115),Stonehill +5,"81-71, Stonehill",1.12,13.2,15,1.5,WIN,0.973913043
3/4/2026,Chicago St.,LIU,A,LIU -9.22,Chicago St. +11.5 (-105),Chicago St. +10.5,"79-75, LIU",0,5.22,6.5,1,WIN,0
3/4/2026,Fairleigh Dickinson,Mercyhurst,A,Mercyhurst -5.8,Mercyhurst -4.5 (-108),Mercyhurst -3.5,"70-61, Mercyhurst",0,3.2,5.5,-1,WIN,0
3/4/2026,Ohio St.,Penn St.,A,Ohio St. -6.12,Penn St. +7.5 (-115),Penn St. +7,"94-62, Ohio St.",0,25.88,25,0.5,LOSS,0
3/4/2026,North Florida,West Georgia,N,West Georgia -4.35,West Georgia -2.5 (-115),West Georgia -3.5,"93-85, West Georgia",0,3.65,4.5,1,WIN,0
3/4/2026,Gardner Webb,USC Upstate,N,USC Upstate -12.1,USC Upstate -11.5 (-110),USC Upstate -10.5,"65-64, Gardner Webb",0,13.1,11.5,-1,LOSS,0
3/4/2026,Villanova,DePaul,A,Villanova -3.55,Villanova -2.5 (-112),Villanova -2,"76-57, Villanova",0,15.45,17,-0.5,WIN,0
3/4/2026,Maryland,Wisconsin,A,Wisconsin -14.2,Maryland +14.5 (-110),Maryland +14.5,"78-45, Wisconsin",0,18.8,18.5,0,LOSS,0
3/4/2026,Rice,North Texas,A,North Texas -7.5,North Texas -7.5 (-108),North Texas -6.5,"62-58, North Texas",0,3.5,2.5,-1,LOSS,0
3/4/2026,Loyola Chicago,Saint Louis,A,Saint Louis -20.21,Loyola Chicago +22.5 (-105),Loyola Chicago +21.5,"79-65, Saint Louis",0,6.21,7.5,1,WIN,0
3/4/2026,Oral Roberts,UMKC,N,Oral Roberts -7.23,UMKC +8.5 (-105),UMKC +9,"84-62, Oral Roberts",0,14.77,13,-0.5,LOSS,0
3/4/2026,Purdue,Northwestern,A,Purdue -9.38,Northwestern +11.5 (-102),Northwestern +11,"70-66, Purdue",0,5.38,7,0.5,WIN,0
3/4/2026,Georgia Southern,Old Dominion,N,Georgia Southern -1.13,Old Dominion +2.5 (-115),Old Dominion +2.5,"88-84, Georgia Southern",0,2.87,1.5,0,LOSS,0
3/4/2026,Florida St.,Pittsburgh,A,Florida St. -1.32,Pittsburgh +2.5 (-108),Pittsburgh +2.5,"75-74, Florida St.",0,0.32,1.5,0,WIN,0
3/4/2026,Stanford,Notre Dame,A,Stanford -1.32,Notre Dame +1.5 (-120),Notre Dame +1.5,"86-78, Stanford",0,6.68,6.5,0,LOSS,0
3/4/2026,Baylor,Houston  ,A,Houston -14.34,Baylor +14.5 (-102),Baylor +13,"77-64, Houston",0,1.34,0,1.5,WIN,0
3/4/2026,Lindenwood,Little Rock,N,Lindenwood -5.94,Lindenwood -2.5 (-110),Lindenwood -5.5,"72-62, Lindenwood",1.12,4.06,4.5,3,WIN,1.018181818
3/4/2026,Colorado St.,New Mexico,A,New Mexico -6.61,Colorado St. +8.5 (-105),Colorado St. +8.5,"82-74, Colorado St.",0,14.61,16.5,0,WIN,0
3/4/2026,USC,Washington,A,Washington -5.57,USC +6.5 (-115),USC +5,"91-72, Washington",0,13.43,14,1.5,LOSS,0
3/5/2026,Drake,Southern Illinois,N,Southern Illinois -4.87,Southern Illinois -4.5 (-108),Southern Illinois -4.5,"67-63, Drake",0,8.87,8.5,0,LOSS,0
3/5/2026,South Carolina St.,North Carolina Central,A,North Carolina Central -5.3,South Carolina St. +7.5 (-115),South Carolina St. +7.5,"80-64, South Carolina St.",0,21.3,23.5,0,WIN,0
3/5/2026,James Madison,Southern Miss,N,Southern Miss -0.12,Southern Miss +1.5 (-118),Southern Miss +2,"86-80, Southern Miss",0,5.88,8,-0.5,WIN,0
3/5/2026,Iona,Sacred Heart,N,Iona -2.54,Sacred Heart +4.5 (-115),Sacred Heart +3,"91-80, Sacred Heart",0,13.54,14,1.5,WIN,0
3/5/2026,Midde Tennessee,FIU,A,FIU -0.34,Middle Tennessee +1.5 (-122),Middle Tennessee +0,"73-67, Middle Tennessee",0,6.34,6,1.5,WIN,0
3/5/2026,Indiana St.,Valparaiso,N,Valparaiso -3.06,Indiana St. +3.5 (-110),Indiana St. +2,"63-62, Valparaiso",0,2.06,1,1.5,WIN,0
3/5/2026,Tulsa,East Carolina,A,Tulsa -9.21,East Carolina +9.5 (-112),East Carolina +9,"93-66, Tulsa",0,17.79,18,0.5,LOSS,0
3/5/2026,Tulane,Temple,A,Temple -5.12,Temple -4.5 (-110),Temple -4.5,"89-60, Temple",0,23.88,24.5,0,WIN,0
3/5/2026,Sam Houston St.,Delaware  ,A,Sam Houston St. -7.47,Delaware +7.5 (-112),Delaware +7.5,"83-80, Delaware",0,10.47,10.5,0,WIN,0
3/5/2026,American,Boston University,A,American -0.95,American +1.5 (-108),American +1,"75-73, Boston University",0,2.95,1,0.5,LOSS,0
3/5/2026,North Dakota St.,Oral Roberts,N,North Dakota St. -10.32,Oral Roberts +11.5 (-105),Oral Roberts +12.5,"76-65, North Dakota St.",0,0.68,1.5,-1,WIN,0
3/5/2026,Louisiana Tech,Liberty,A,Liberty -9,Louisiana Tech +9.5 (-110),Louisiana Tech +8.5,"76-71, Louisiana Tech",0,14,13.5,1,WIN,0
3/5/2026,Eastern Illinois,Tennesssee Martin,N,Tennessee Martin -8.21,Eastern Illinois +9.5 (-115),Eastern Illinois +8,"66-63, Tennessee Martin",0,5.21,5,1.5,WIN,0
3/5/2026,Loyola MD,Colgate,A,Colgate -7.14,Colgate -5.5 (-105),Colgate -5.5,"90-77, Colgate",0,5.86,7.5,0,WIN,0
3/5/2026,Bucknell,Navy,A,Navy -13.45,Bucknell +15.5 (-118),Bucknell +15,"74-69, Navy",0,8.45,10,0.5,WIN,0
3/5/2026,Holy Cross,Lehigh,A,Lehigh -6.43,Lehigh -5.5 (-115),Lehigh -5,"69-66, Lehigh",0,3.43,2,-0.5,LOSS,0
3/5/2026,Delaware St.,Maryland Eastern Shore,A,Maryland Eastern Shore -5.21,Delaware St. +5.5 (-115),Delaware St. +5.5,"57-56, Delaware St,",0,6.21,4.5,0,WIN,0
3/5/2026,Bethune Cookman,Florida A&M,A,Bethune Cookman -0.21,Florida A&M +2.5 (-110),Florida A&M +2.5,"81-77, Florida A&M",0,4.21,6.5,0,WIN,0
3/5/2026,Michigan  ,Iowa,A,Michigan -6.7,Iowa +8.5 (-112),Iowa +8.5,"71-68, Michigan",0,3.7,5.5,0,WIN,0
3/5/2026,Western Kentucky,Missouri St.,A,Missouri St. -1.43,Missouri St. +2.5 (-115),Missouri St. +1,"87-74, Missouri St.",1.12,11.57,14,1.5,WIN,0.973913043
3/5/2026,UT Arlington,Tarleton St.,A,Tarleton St. -1.25,UT Arlington +2.5 (-112),UT Arlington +1,"65-60, UT Arlington",0,6.25,6,1.5,WIN,0
3/5/2026,Rutgers,Michigan St.,A,Michigan St. -18.21,Rutgers +19.5 (-105),Rutgers +19.5,"91-87, Michigan St.",0,14.21,15.5,0,WIN,0
3/5/2026,Howard,Norfolk St.,A,Howard -7.22,Howard -5.5 (-112),Howard -6,"84-76, Howard",0,0.78,2,0.5,WIN,0
3/5/2026,Grambling St.,Alabama St.,A,Grambling St. -0.17,Grambling St. +1.5 (-105),Grambling St. +2,"65-63, Grambling St.",0,1.83,4,-0.5,WIN,0
3/5/2026,Prairie View A&M,Texas Southern,A,Texas Southern -2.82,Texas Southern -2.5 (-105),Texas Southern -2,"70-59, Prairie View A&M",0,13.82,13,-0.5,LOSS,0
3/5/2026,Coppin St.,Morgan St.,A,Morgan St. -6.28,Coppin St. +6.5 (-110),Coppin St. +6,"70-66, Morgan St.",0,2.28,2,0.5,WIN,0
3/5/2026,Mississippi Valley St.,Jackson St.,A,Jackson St. -11.05,Mississippi Valley St. +11.5 (-102),Mississippi Valley St. +11.5,"85-77, Jackson St.",0,3.05,3.5,0,WIN,0
3/5/2026,Utah Valley,Southern Utah,A,Utah Valley -8.08,Southern Utah +8.5 (-105),Southern Utah +10,"92-88, Utah Valley",0,4.08,6,-1.5,WIN,0
3/5/2026,Arkansas St.,Georgia Southern,N,Arkansas St. -6.02,Georgia Southern +7.5 (-115),Georgia Southern +7.5,"80-77, Georgia Southern",0,9.02,10.5,0,WIN,0
3/5/2026,Southern,Alabama A&M,A,Alabama A&M -0.57,Alabama A&M +1.5 (-120),Alabama A&M +0,"88-85, Southern",0,3.57,3,1.5,LOSS,0
3/5/2026,Fairfield,Manhattan,N,Fairfield -6.78,Fairfield -5.5 (-105),Fairfield -4,"71-60, Fairfield",0,4.22,7,-1.5,WIN,0
3/5/2026,South Florida,Memphis,A,South Florida -6.95,South Florida -6.5 (-110),South Florida -7.5,"96-89, South Florida",0,0.05,0.5,1,WIN,0
3/5/2026,Kennesaw St.,UTEP,A,Kennesaw St. -5.28,Kennesaw St. -2.5 (-110),Kennesaw St. -3.5,"78-71, UTEP",1.12,12.28,10.5,1,LOSS,-1.12
3/5/2026,Pepperdine,Portland,N,Portland -3.62,Portland -2.5 (-105),Portland -3.5,"77-68, Portland",0,5.38,5.5,1,WIN,0
3/5/2026,Jacksonville St.,New Mexico St.,A,New Mexico St. -3.71,Jacksonville St. +6.5 (-118),Jacksonville St. +6,"77-75, New Mexico St.",0,1.71,4,0.5,WIN,0
3/5/2026,Arkansas Pine Bluff,Alcorn St.,A,Arkansas Pine Bluff -1.15,Alcorn St. +1.5 (-102),Alcorn St. +1.5,"83-48, Arkansas Pine Bluff",0,33.85,33.5,0,LOSS,0
3/5/2026,Lindenwood,Southeast Missouri St.,N,Southeast Missouri St. -1.25,Lindenwood +3.5 (-105),Lindenwood +3,"68-66, Southeast Missouri St.",0,0.75,1,0.5,WIN,0
3/5/2026,South Dakota St.,St. Thomas,N,St. Thomas -6.54,St. Thomas -5.5 (-102),St. Thomas -5,"80-67, St. Thomas",0,6.46,8,-0.5,WIN,0
3/5/2026,Cal St. Northridge,Cal St. Bakersfield,A,Cal St. Northridge -6.97,Cal St. Bakersfield +7.5 (-115),Cal St. Bakersfield +8.5,"86-84, Cal St. Northridge",0,4.97,6.5,-1,WIN,0
3/5/2026,Evansville,Northern Iowa,N,Northern Iowa -12.28,Evansville +14.5 (-102),Evansville +14,"68-59, Northern Iowa",0,3.28,5,0.5,WIN,0
3/5/2026,UC San Diego,Cal St. Fullerton,A,UC San Diego -1.65,Cal St. Fullerton +3.5 (-112),Cal St. Fullerton +3,"75-71, Cal St. Fullerton",0,5.65,7,0.5,WIN,0
3/5/2026,UC Davis,Long Beach St.,A,UC Davis -1.95,UC Davis -1.5 (-115),UC Davis -2,"76-70, UC Davis",0,4.05,4,0.5,WIN,0
3/5/2026,Cal Poly,UC Irvine,A,UC Irvine -8.91,Cal Poly +9.5 (-110),Cal Poly +9.5,"107-85, UC Irvine",0,13.09,12.5,0,LOSS,0
3/5/2026,Abilene Christian,Cal Baptist,A,Cal Baptist -8.76,Abilene Christian +9.5 (-110),Abilene Christian +9.5,"87-48, Cal Baptist",0,30.24,29.5,0,LOSS,0
3/5/2026,Loyola Marymount,San Diego,N,Loyola Marymount -4.85,San Diego +5.5 (-110),San Diego +5.5,"66-62, San Diego",0,8.85,9.5,0,WIN,0
3/5/2026,UC Riverside,Hawaii,A,Hawaii -11.98,Hawaii -11.5 (-110),Hawaii -11.5,"93-74, Hawaii",0,7.02,7.5,0,WIN,0
3/6/2026,Bellarmine,Central Arkansas,N,Central Arkansas -10.2,Central Arkansas -7.5 (-108),Central Arkansas -6.5,"86-73, Central Arkansas",1.12,2.8,6.5,-1,WIN,1.037037037
3/6/2026,Gardner Webb,High Point,N,High Point -25.02,Gardner Webb +26.5 (-105),Gardner Webb +27.5,"81-59, High Point",0,3.02,5.5,-1,WIN,0
3/6/2026,Belmont,Drake,N,Belmont -8.97,Drake +11.5 (-120),Drake +12.5,"100-79, Drake",0,29.97,33.5,-1,WIN,0
3/6/2026,North Carolina A&T,Northeastern,N,North Carolina A&T -1.02,Northeastern +1.5 (-120),Northeastern -2,"88-72, Northeastern",0,17.02,14,3.5,WIN,0
3/6/2026,Florida Gulf Coast,Lipscomb,N,Lipscomb -1.8,Florida Gulf Coast +4.5 (-110),Florida Gulf Coast +4,"77-53, Florida Gulf Coast",1.12,25.8,28,0.5,WIN,1.018181818
3/6/2026,Charleston Southern,Winthrop,N,Winthrop -5.88,Winthrop -4.5 (-112),Winthrop -6.5,"86-81, Winthrop",0,0.88,1.5,2,WIN,0
3/6/2026,Illinois Chicago,Murray St.,N,Murray St. -0.78,Illinois Chicago +1.5 (-118),Illinois Chicago -1,"92-79, Illinois Chicago",0,13.78,12,2.5,WIN,0
3/6/2026,Austin Peay,Stetson,N,Austin Peay -9.58,Stetson +10.5 (-112),Stetson +11.5,"69-60, Austin Peay",0,0.58,2.5,-1,WIN,0
3/6/2026,Chattanooga,The Citadel,N,Chattanooga -3.69,The Citadel +7.5 (-115),The Citadel +7,"88-85, The Citadel",1.12,6.69,10,0.5,WIN,0.973913043
3/6/2026,Southern Miss,Texas St.,N,Southern Miss -0.36,Southern Miss +1.5 (-118),Southern Miss +1.5,"81-77, Southern Miss",0,3.64,5.5,0,WIN,0
3/6/2026,Longwood,UNC Asheville,N,Longwood -1.21,UNC Asheville +1.5 (-118),UNC Asheville +1,"85-82, UNC Asheville",0,4.21,4,0.5,WIN,0
3/6/2026,Merrimack,Sacred Heart,N,Merrimack -6.39,Sacred Heart +6.5 (-110),Sacred Heart +7,"70-48, Merrimack",0,15.61,15,-0.5,LOSS,0
3/6/2026,Northern Illinois,Akron,A,Akron -22,Northern Illinois +23.5 (-112),Northern Illinois +23.5,"94-55, Akron",0,17,15.5,0,LOSS,0
3/6/2026,Bowling Green,Eastern Michigan,A,Bowling Green -1.57,Eastern Michigan +3.5 (-108),Eastern Michigan +5,"77-69, Bowling Green",0,6.43,3,-1.5,LOSS,0
3/6/2026,VCU,Dayton,A,Dayton -0.33,VCU +1.5 (-108),VCU +1.5,"68-62, VCU",0,6.33,7.5,0,WIN,0
3/6/2026,Bradley,Valparaiso,N,Bradley -1.68,Valparaiso +3.5 (-112),Valparaiso +5.5,"90-84, Bradley",0,4.32,0.5,-2,LOSS,0
3/6/2026,Penn,Brown,A,Penn -1.37,Brown +2.5 (-108),Brown -1,"82-61, Penn",0,19.63,22,3.5,LOSS,0
3/6/2026,Nebraska Omaha,South Dakota,N,South Dakota -0.3,South Dakota +2.5 (-110),South Dakota +2,"76-62, Nebraska Omaha",1.12,14.3,12,0.5,LOSS,-1.12
3/6/2026,Central Michigan,Ball St.,A,Ball St. -1.73,Ball St. -1.5 (-115),Ball St. -2,"85-69, Ball St.",0,14.27,14,0.5,WIN,0
3/6/2026,Buffalo,Toledo,A,Toledo -6.53,Buffalo +8.5 (-115),Buffalo +5.5,"98-78, Toledo",0,13.47,14.5,3,LOSS,0
3/6/2026,Columbia,Harvard,A,Harvard -4.05,Columbia +4.5 (-112),Columbia +4.5,"81-71, Harvard",0,5.95,5.5,0,LOSS,0
3/6/2026,Western Michigan,Kent St.,A,Kent St. -11.13,Kent St. -10.5 (-118),Kent St. -13,"86-78, Kent St.",0,3.13,5,2.5,LOSS,0
3/6/2026,Queens,West Georgia,N,Queens -5.79,West Georgia +7.5 (-115),West Georgia +8,"71-63, Queens",0,2.21,0,-0.5,LOSS,0
3/6/2026,UMC Greensboro,VMI,N,UMC Greensboro -8.35,UNC Greensboro -7.5 (-110),UNC Greensboro -7,"84-70, UNC Greensboro",0,22.35,7,-0.5,WIN,0
3/6/2026,UCF,West Virginia,A,West Virginia -2.85,UCF +3.5 (-115),UCF +4,"77-62, West Virginia",0,12.15,11,-0.5,LOSS,0
3/6/2026,Tennessee Martin,Tennessee St.,N,Tennessee St. -0.11,Tennessee Martin +2.5 (-112),Tennessee Martin +1.5,"68-55, Tennessee St.",0,12.89,11.5,1,LOSS,0
3/6/2026,Fairfield,Saint Peter's,N,Saint Peter's -1.08,Fairfield +1.5 (-102),Fairfield +2,"74-55, Fairfield",0,20.08,21,-0.5,WIN,0
3/6/2026,Georgia Southern,South Alabama,N,South Alabama -1.31,Georgia Southern +4.5 (-108),Georgia Southern +4.5,"94-85, Georgia Southern",1.12,10.31,13.5,0,WIN,1.037037037
3/6/2026,Presbyterian,Radford,N,Radford -2.21,Radford -1.5 (-112),Radford -2.5,"91-85, Presbyterian",0,8.21,8.5,1,LOSS,0
3/6/2026,St. John's,Seton Hall,A,St. John's -4.75,St. John's -4.5 (-115),St. John's -5,"72-65, St. John's",0,2.25,2,0.5,WIN,0
3/6/2026,Portland,Washington St.,N,Washington St. -3.59,Portland +4.5 (-110),Portland +5.5,"74-68, Portland",0,9.59,11.5,-1,WIN,0
3/6/2026,Miami OH,Ohio,A,Miami OH -5.2,Ohio +5.5 (-110),Ohio +3.5,"110-108, Miami OH",0,3.2,1.5,2,WIN,0
3/6/2026,Illinois St.,Northern Iowa,N,Illinois St. -0.13,Illinois St. +1.5 (-110),Illinois St. +1.5,"74-52, Northern Iowa",0,22.13,20.5,0,LOSS,0
3/6/2026,Denver,North Dakota,N,Denver -1.46,North Dakota +3.5 (-110),North Dakota +3,"83-67, North Dakota",0,17.46,19,0.5,WIN,0
3/6/2026,UNLV,San Diego St.,A,San Diego St. -8.95,UNLV +9.5 (-105),UNLV +9.5,"89-86, San Diego St.",0,5.95,6.5,0,WIN,0
3/6/2026,Morehead St. ,Southeast Missouri St.,N,Southeast Missouri St. -3.28,Southeast Missouri St. -2.5 (-102),Southeast Missouri St. -4,"66-61, Morehead St.",0,8.28,9,1.5,LOSS,0
3/6/2026,San Diego  ,Seattle,N,Seattle -7.46,San Diego +7.5 (-110),San Diego +8.5,"58-56, Seattle",0,5.46,6.5,-1,WIN,0
3/7/2026,Arkansas,Missouri  ,A,Arkansas -0.77,Arkansas +2.5 (-112),Arkansas +2.5,"88-84, Arkansas",0,3.23,6.5,0,WIN,0
3/7/2026,Butler,DePaul,A,DePaul -1.19,Butler +2.5 (-105),Butler +4,"81-71, Butler",0,11.19,14,-1.5,WIN,0
3/7/2026,Houston,Oklahoma St.,A,Houston -12.32,Oklahoma St. +12.5 (-110),Oklahoma St. +13.5,"82-75, Houston",0,5.32,6.5,-1,WIN,0
3/7/2026,Notre Dame,Boston College,A,Boston College -0.57,Boston College +1.5 (-110),Boston College +1,"77-69, Boston College",0,7.43,9,0.5,WIN,0
3/7/2026,Virginia Tech,Virginia  ,A,Virginia -11.63,Virginia -11.5 (-102),Virginia -11.5,"76-72, Virginia",0,7.63,7.5,0,LOSS,0
3/7/2026,Davidson,St. Bonaventure,A,Davidson -1.13,Davidson +3.5 (-112),Davidson +4.5,"68-63, Davidson",1.16,3.87,9.5,-1,WIN,1.035714286
3/7/2026,Xavier,Villanova,A,Villanova -11.36,Xavier +11.5 (-108),Xavier +11.5,"91-78, Villanova",0,1.64,1.5,0,LOSS,0
3/7/2026,Campbell,Stony Brook,N,Campbell -2.95,Campbell -2.5 (-118),Campbell -2.5,"96-89, Campbell",0,4.05,4.5,0,WIN,0
3/7/2026,Georgia Tech,Clemson,A,Clemson -17.53,Clemson -16.5 (-115),Clemson -15.5,"79-76, Clemson",0,14.53,12.5,-1,LOSS,0
3/7/2026,Louisiana Tech,Delaware,A,Louisiana Tech -1.7,Louisiana Tech -1.5 (-118),Louisiana Tech -2,"81-38, Louisiana Tech",0,41.3,41,0.5,WIN,0
3/7/2026,High Point,UNC Asheville,N,High Point -12.7,High Point -11.5 (-115),High Point -14.5,"75-71, High Point",0,8.7,10.5,3,LOSS,0
3/7/2026,Stonehill,Mercyhurst,A,Mercyhurst -6.71,Mercyhurst -4.5 (-110),Mercyhurst -4.5,"56-51, Mercyhurst",0,1.71,0.5,0,WIN,0
3/7/2026,East Tennessee St.,The Citadel,N,East Tennessee St. -12.17,The Citadel +15.5 (-118),The Citadel +14.5,"83-76, East Tennessee St.",1.16,5.17,7.5,1,WIN,0.983050847
3/7/2026,Connecticut,Marquette,A,Connecticut -8.79,Marquette +9.5 (-112),Marquette +9.5,"68-62, Marquette",0,14.79,15.5,0,WIN,0
3/7/2026,South Carolina  ,Mississippi,A,Mississippi -4.63,South Carolina +6.5 (-105),South Carolina +7,"64-61, South Carolina",0,7.63,10,-0.5,WIN,0
3/7/2026,La Salle,Saint Joseph's,A,Saint Joseph's -9.61,La Salle +10.5 (-118),La Salle +11.5,"88-76, Saint Joseph's",0,2.39,0.5,-1,LOSS,0
3/7/2026,New Hampshire,UMBC,A,UMBC -13.47,UMBC -12.5 (-105),UMBC -12.5,"84-69, UMBC",0,1.53,2.5,0,WIN,0
3/7/2026,Louisville,Miami FL,A,Louisville -0.59,Louisville +1.5 (-112),Louisville +1,"92-89, Louisville",0,2.41,4,0.5,WIN,0
3/7/2026,SMU,Florida St.,A,Florida St. -1.65,Florida St. -1.5 (-110),Florida St. -1,"91-78, Florida St.",0,11.35,12,-0.5,WIN,0
3/7/2026,Cincinnati,TCU,A,TCU -0.64,Cincinnati +1.5 (-102),Cincinnati +2.5,"73-63, TCU",0,9.36,7.5,-1,LOSS,0
3/7/2026,Vanderbilt,Tennessee  ,A,Tennessee -3.86,Tennessee -3.5 (-115),Tennessee -2.5,"86-82, Vanderbilt",0,7.86,6.5,-1,LOSS,0
3/7/2026,Sam Houston St.,Liberty,A,Liberty -2.38,Sam Houston St. +4.5 (-108),Sam Houston St. +4.5,"79-72, Liberty",0,4.62,2.5,0,LOSS,0
3/7/2026,Arizona St.,Iowa St.,A,Iowa St. -12.59,Arizona St. +15.5 (-115),Arizona St. +17,"86-65, Iowa St.",0,8.41,4,-1.5,LOSS,0
3/7/2026,Western Kentucky,FIU,A,FIU -0.46,FIU +1.5 (-118),FIU +0,"92-67, FIU",0,24.54,25,1.5,WIN,0
3/7/2026,Kansas St.,Kansas,A,Kansas -13.63,Kansas St. +16.5 (-105),Kansas St. +17,"104-84, Kansas",1.16,6.37,3,-0.5,LOSS,-1.16
3/7/2026,Cornell,Dartmouth,A,Cornell -3.37,Dartmouth +5.5 (-115),Dartmouth +4.5,"111-90, Cornell",0,17.63,16.5,1,LOSS,0
3/7/2026,Rhode Island,Fordham,A,Fordham -1.92,Fordham -1.5 (-110),Fordham -1,"61-49, Fordham",0,10.08,11,-0.5,WIN,0
3/7/2026,Richmond,Duquesne,A,Duquesne -7.54,Duquesne -4.5 (-115),Duquesne -4,"79-77, Duquesne",1.16,5.54,2,-0.5,LOSS,-1.16
3/7/2026,George Washington,Loyola Chicago,A,George Washington -10.1,George Washington -9.5 (-115),George Washington -9.5,"68-62, Loyola Chicago",0,16.1,15.5,0,LOSS,0
3/7/2026,Albany,UMass Lowell,A,UMass Lowell -3.98,UMass Lowell -2.5 (-110),UMass Lowell -2.5,"81-76, UMass Lowell",0,1.02,2.5,0,WIN,0
3/7/2026,Princeton,Yale,A,Yale -12.89,Princeton +13.5 (-102),Princeton +14,"78-53, Yale",0,12.11,11,-0.5,LOSS,0
3/7/2026,Wagner,LIU,A,LIU -4.59,Wagner +8.5 (-110),Wagner +6,"64-56, LIU",1.16,3.41,2,2.5,WIN,1.054545455
3/7/2026,Bryant,Vermont,A,Vermont -12.64,Bryant +13.5 (-110),Bryant +12,"77-57, Vermont",0,7.36,8,1.5,LOSS,0
3/7/2026,UNC Greensboro,Wofford,N,Wofford -3.16,UNC Greensboro +3.5 (-105),UNC Greensboro +4.5,"75-72, UNC Greensboro",0,6.16,7.5,-1,WIN,0
3/7/2026,Drexel,Northeastern,N,Drexel -4.51,Drexel -4.5 (-110),Drexel -4.5,"84-77, Drexel",0,2.49,2.5,0,WIN,0
3/7/2026,Presbyterian,Winthrop,N,Winthrop -6.48,Presbyterian +6.5 (-105),Presbyterian +7.5,"73-71, Winthrop",0,4.48,5.5,-1,WIN,0
3/7/2026,Stanford,N.C. State,A,N.C. State -6.08,Stanford +8.5 (-108),Stanford +9.5,"85-84, Stanford",0,7.08,10.5,-1,WIN,0
3/7/2026,Middle Tennessee,Missouri St.,A,Missouri St. -1.72,Missouri St. -1.5 (-110),Missouri St. -2,"75-63, Middle Tennessee",0,13.72,14,0.5,LOSS,0
3/7/2026,Georgia,Mississippi St.,A,Georgia -6.49,Georgia -5.5 (-110),Georgia -5.5,"102-96, Georgia",0,0.49,0.5,0,WIN,0
3/7/2026,Drake,Illinois Chicago,N,Illinois Chicago -5.33,Drake +5.5 (-110),Drake +4.5,"72-51, Illinois Chicago",0,15.67,16.5,1,LOSS,0
3/7/2026,Florida,Kentucky,A,Florida -8.81,Florida -5.5 (-118),Florida -5.5,"84-77, Florida",1.16,1.81,1.5,0,WIN,0.983050847
3/7/2026,Wisconsin,Purdue,A,Purdue -7,Wisconsin +8.5 (-112),Wisconsin +9.5,"97-93, Wisconsin",0,11,13.5,-1,WIN,0
3/7/2026,Boise St.,Colorado St.,A,Boise St. -1.48,Boise St. +1.5 (-112),Boise St. +0,"78-67, Boise St.",1.16,9.52,11,1.5,WIN,1.035714286
3/7/2026,New Mexico,Utah St.,A,Utah St. -7.94,Utah St. -7.5 (-110),Utah St. -7.5,"94-90, Utah St.",0,3.94,3.5,0,LOSS,0
3/7/2026,California,Wake Forest,A,Wake Forest -4.46,California +6.5 (-115),California +6,"80-73, Wake Forest",0,2.54,1,0.5,LOSS,0
3/7/2026,Saint Louis,George Mason,A,Saint Louis -5.56,George Mason +7.5 (-110),George Mason +7,"86-57, George Mason",0,34.56,36,0.5,WIN,0
3/7/2026,Kennesaw St.,New Mexico St.,A,New Mexico St. -0.09,Kennesaw St. +2.5 (-108),Kennesaw St. +1.5,"79-76, New Mexico St.",0,2.91,1.5,1,LOSS,0
3/7/2026,Florida Atlantic,Wichita St.,A,Wichita St. -5.97,Florida Atlantic +7.5 (-105),Florida Atlantic +8.5,"88-70, Wichita St.",0,12.03,9.5,-1,LOSS,0
3/7/2026,Jacksonville St.,UTEP,A,Jacksonville St. -1.47,UTEP +1.5 (-122),UTEP +0,"64-61, Jacksonville St.",0,1.53,3,1.5,LOSS,0
3/7/2026,Maine,NJIT,A,NJIT -7.57,NJIT -3.5 (-115),NJIT -3,"60-58, NJIT",2.32,5.57,1,-0.5,LOSS,-2.32
3/7/2026,Utah  ,Baylor,A,Baylor -10.67,Utah +12.5 (-108),Utah +13,"101-75, Baylor",0,15.33,13,-0.5,LOSS,0
